"mes","anio","depto","producto","sale_kg","ingresa_kg","total_importado","fecha"
3,2019,"ANTIOQUIA","Plátano guineo",0.23518,0.573108,-0.337928,2019-03-01
3,2019,"ANTIOQUIA","Plátano hartón verde",2.647165,4.384991,-1.737826,2019-03-01
3,2019,"ANTIOQUIA","Plátanos otros",0.044878,0.1238,-0.078922,2019-03-01
3,2019,"ANTIOQUIA","Repollo",1.687815,1.517555,0.17026,2019-03-01
3,2019,"ANTIOQUIA","Tomate chonto",3.336606,3.252869,0.0837369999999997,2019-03-01
3,2019,"ANTIOQUIA","Tomate larga vida",0.01534,0.03344,-0.0181,2019-03-01
3,2019,"ANTIOQUIA","Tomates otros",0.007703,0.083073,-0.07537,2019-03-01
3,2019,"ANTIOQUIA","Yuca",1.33545,1.336285,-0.000834999999999919,2019-03-01
3,2019,"ANTIOQUIA","Zanahoria",3.010485,2.68656,0.323925,2019-03-01
3,2021,"ANTIOQUIA","Arroz",0.0097,4.94535,-4.93565,2021-03-01
3,2021,"ANTIOQUIA","Carne de cerdo",0.20484,0.05075,0.15409,2021-03-01
3,2021,"ANTIOQUIA","Carne de res",0.082185,0.067185,0.015,2021-03-01
3,2021,"ANTIOQUIA","Cebolla Cabezona",0.279792,2.73518,-2.455388,2021-03-01
3,2021,"ANTIOQUIA","Cebolla junca",0.526469,0.553354,-0.026885,2021-03-01
3,2021,"ANTIOQUIA","Cilantro",0.202584,0.200782,0.001802,2021-03-01
3,2021,"ANTIOQUIA","Fríjol",0.18241,0.52921,-0.3468,2021-03-01
3,2021,"ANTIOQUIA","Fríjol verde",1.081653,1.119245,-0.0375920000000001,2021-03-01
3,2021,"ANTIOQUIA","Huevo",0.27629892,0.36319392,-0.086895,2021-03-01
3,2021,"ANTIOQUIA","Lechuga Batavia",1.094304,1.017024,0.0772799999999998,2021-03-01
3,2021,"ANTIOQUIA","Limón Tahití",0.25975,0.64955,-0.3898,2021-03-01
3,2021,"ANTIOQUIA","Limón común",0.136885,0.24788,-0.110995,2021-03-01
3,2021,"ANTIOQUIA","Limón mandarino",0.19671,0.24421,-0.0475,2021-03-01
3,2021,"ANTIOQUIA","Papa R-12",0.0177,0.92395,-0.90625,2021-03-01
3,2021,"ANTIOQUIA","Papa capira",3.250567,6.113517,-2.86295,2021-03-01
3,2021,"ANTIOQUIA","Papa criolla",1.559685,1.55412,0.00556500000000004,2021-03-01
3,2021,"ANTIOQUIA","Papa nevada",0.627025,0.562525,0.0645,2021-03-01
3,2021,"ANTIOQUIA","Papa superior",0.004,0,0.004,2021-03-01
3,2021,"ANTIOQUIA","Papas negras otras",0.3461,0.0625,0.2836,2021-03-01
3,2021,"ANTIOQUIA","Plátano guineo",0.28077,0.468738,-0.187968,2021-03-01
3,2021,"ANTIOQUIA","Plátano hartón verde",3.605775,4.294105,-0.68833,2021-03-01
3,2021,"ANTIOQUIA","Plátanos otros",0.114618,0.29014,-0.175522,2021-03-01
3,2021,"ANTIOQUIA","Repollo",1.423165,1.2797,0.143465,2021-03-01
3,2021,"ANTIOQUIA","Tomate chonto",3.371718,3.106551,0.265167,2021-03-01
3,2021,"ANTIOQUIA","Tomates otros",0.006777,0.017657,-0.01088,2021-03-01
3,2021,"ANTIOQUIA","Yuca",1.147055,1.259474,-0.112419,2021-03-01
3,2021,"ANTIOQUIA","Zanahoria",3.891919,3.520434,0.371485,2021-03-01
3,2022,"ANTIOQUIA","Arroz",0.0312,4.4253,-4.3941,2022-03-01
3,2022,"ANTIOQUIA","Carne de cerdo",0.352258,0.22185,0.130408,2022-03-01
3,2022,"ANTIOQUIA","Carne de res",0.49759,0.42759,0.07,2022-03-01
3,2022,"ANTIOQUIA","Cebolla Cabezona",0.315318,2.45465,-2.139332,2022-03-01
3,2022,"ANTIOQUIA","Cebolla junca",0.542941,0.855893,-0.312952,2022-03-01
3,2022,"ANTIOQUIA","Cilantro",0.290933,0.289252,0.00168099999999999,2022-03-01
3,2022,"ANTIOQUIA","Fríjol",0.115015,0.450515,-0.3355,2022-03-01
3,2022,"ANTIOQUIA","Fríjol verde",0.511162,0.509895,0.00126700000000002,2022-03-01
3,2022,"ANTIOQUIA","Huevo",0.37202748,0.56070528,-0.1886778,2022-03-01
3,2022,"ANTIOQUIA","Lechuga Batavia",1.251218,1.361201,-0.109983,2022-03-01
3,2022,"ANTIOQUIA","Limón Tahití",0.16448,0.62343,-0.45895,2022-03-01
3,2022,"ANTIOQUIA","Limón común",0.16622,0.17426,-0.00803999999999999,2022-03-01
3,2022,"ANTIOQUIA","Limón mandarino",0.28754,0.36674,-0.0792,2022-03-01
3,2022,"ANTIOQUIA","Papa R-12",0.02705,0.37315,-0.3461,2022-03-01
3,2022,"ANTIOQUIA","Papa capira",4.68532,6.83252,-2.1472,2022-03-01
3,2022,"ANTIOQUIA","Papa criolla",1.559464,1.52202,0.037444,2022-03-01
3,2022,"ANTIOQUIA","Papa nevada",0.46565,0.39825,0.0674,2022-03-01
3,2022,"ANTIOQUIA","Papa parda pastusa",0.006,0,0.006,2022-03-01
3,2022,"ANTIOQUIA","Papa rubí",0.01205,0.084,-0.07195,2022-03-01
3,2022,"ANTIOQUIA","Papa superior",0.0118,0.619,-0.6072,2022-03-01
3,2022,"ANTIOQUIA","Papa única",0.007,0,0.007,2022-03-01
3,2022,"ANTIOQUIA","Papas negras otras",0.28165,0.0325,0.24915,2022-03-01
3,2022,"ANTIOQUIA","Plátano guineo",0.3815,0.6552,-0.2737,2022-03-01
3,2022,"ANTIOQUIA","Plátano hartón verde",4.63741,5.13745,-0.50004,2022-03-01
3,2022,"ANTIOQUIA","Plátanos otros",0.1577,0.36866,-0.21096,2022-03-01
3,2022,"ANTIOQUIA","Repollo",1.55478,1.51251,0.04227,2022-03-01
3,2022,"ANTIOQUIA","Tomate chonto",3.17546,3.375158,-0.199698,2022-03-01
3,2022,"ANTIOQUIA","Tomates otros",0.014149,0.024359,-0.01021,2022-03-01
3,2022,"ANTIOQUIA","Yuca",1.055538,1.201648,-0.14611,2022-03-01
3,2022,"ANTIOQUIA","Zanahoria",2.97731,2.579445,0.397865,2022-03-01
3,2023,"ANTIOQUIA","Arroz",0.034875,2.309,-2.274125,2023-03-01
3,2023,"ANTIOQUIA","Carne de cerdo",0.40785,0.27345,0.1344,2023-03-01
3,2023,"ANTIOQUIA","Carne de res",0.63239,0.54584,0.08655,2023-03-01
3,2023,"ANTIOQUIA","Cebolla cabezona blanca",0.10467,1.89205,-1.78738,2023-03-01
3,2023,"ANTIOQUIA","Cebolla cabezona roja",0.165531,1.0902,-0.924669,2023-03-01
3,2023,"ANTIOQUIA","Cebolla junca",0.491926,0.807135,-0.315209,2023-03-01
3,2023,"ANTIOQUIA","Cilantro",0.306058,0.309473,-0.003415,2023-03-01
3,2023,"ANTIOQUIA","Fríjol",0.07652,0.29311,-0.21659,2023-03-01
3,2023,"ANTIOQUIA","Fríjol verde",0.766675,0.74445,0.0222249999999999,2023-03-01
3,2023,"ANTIOQUIA","Huevo",0.2833536,0.41061528,-0.12726168,2023-03-01
3,2023,"ANTIOQUIA","Lechuga Batavia",1.36946,1.323566,0.0458939999999999,2023-03-01
3,2023,"ANTIOQUIA","Lechuga crespa",0.130242,0.132352,-0.00211,2023-03-01
3,2023,"ANTIOQUIA","Lechugas otras",0.00321,0.00591,-0.0027,2023-03-01
3,2023,"ANTIOQUIA","Limón Tahití",0.25281,0.618135,-0.365325,2023-03-01
3,2023,"ANTIOQUIA","Limón común",0.169745,0.26098,-0.091235,2023-03-01
3,2023,"ANTIOQUIA","Limón mandarino",0.29312,0.387465,-0.094345,2023-03-01
3,2023,"ANTIOQUIA","Papa R-12",0.12479,0.39459,-0.2698,2023-03-01
3,2023,"ANTIOQUIA","Papa capira",5.294571,10.593161,-5.29859,2023-03-01
3,2023,"ANTIOQUIA","Papa criolla",1.339349,1.52023,-0.180881,2023-03-01
3,2023,"ANTIOQUIA","Papa nevada",0.51515,0.46515,0.05,2023-03-01
3,2023,"ANTIOQUIA","Papa superior",0.00875,0.084,-0.07525,2023-03-01
3,2023,"ANTIOQUIA","Papas negras otras",0.40745,0.027,0.38045,2023-03-01
3,2023,"ANTIOQUIA","Plátano guineo",0.359037,0.754237,-0.3952,2023-03-01
3,2023,"ANTIOQUIA","Plátano hartón verde",3.863427,4.472117,-0.60869,2023-03-01
3,2023,"ANTIOQUIA","Plátanos otros",0.163431,0.355983,-0.192552,2023-03-01
3,2023,"ANTIOQUIA","Repollo",1.429965,1.43792,-0.00795499999999993,2023-03-01
3,2023,"ANTIOQUIA","Tomate Riogrande",0.0022,0.0022,0,2023-03-01
3,2023,"ANTIOQUIA","Tomate chonto",3.196763,3.561173,-0.36441,2023-03-01
3,2023,"ANTIOQUIA","Tomate larga vida",0.0006,0.1317,-0.1311,2023-03-01
3,2023,"ANTIOQUIA","Tomates otros",0.007253,0.014433,-0.00718,2023-03-01
3,2023,"ANTIOQUIA","Yuca",1.57601,1.599106,-0.023096,2023-03-01
3,2023,"ANTIOQUIA","Zanahoria",3.154689,2.884399,0.27029,2023-03-01
4,2013,"ANTIOQUIA","Arroz",0.15345,4.96155,-4.8081,2013-04-01
4,2013,"ANTIOQUIA","Carne de cerdo",0.437655,0.437655,0,2013-04-01
4,2013,"ANTIOQUIA","Carne de res",0.43377,0.43877,-0.005,2013-04-01
4,2013,"ANTIOQUIA","Cebolla Cabezona",0.003265,1.98857,-1.985305,2013-04-01
4,2013,"ANTIOQUIA","Cebolla junca",0.299489,0.557394,-0.257905,2013-04-01
4,2013,"ANTIOQUIA","Fríjol",0.26061,0.62951,-0.3689,2013-04-01
4,2013,"ANTIOQUIA","Fríjol verde",0.53801,0.54691,-0.00890000000000002,2013-04-01
4,2013,"ANTIOQUIA","Huevo",0.3370488,0.525669,-0.1886202,2013-04-01
4,2013,"ANTIOQUIA","Lechuga Batavia",0.556702,1.024992,-0.46829,2013-04-01
4,2013,"ANTIOQUIA","Limones otros",0.145095,0.478095,-0.333,2013-04-01
4,2013,"ANTIOQUIA","Limón Tahití",0.1351,0.44121,-0.30611,2013-04-01
4,2013,"ANTIOQUIA","Papa capira",3.264905,7.06581,-3.800905,2013-04-01
4,2013,"ANTIOQUIA","Papa criolla",0.810206,1.097036,-0.28683,2013-04-01
4,2013,"ANTIOQUIA","Papa nevada",0.391255,0.327335,0.06392,2013-04-01
4,2013,"ANTIOQUIA","Papas negras otras",0.01,0.01,0,2013-04-01
4,2013,"ANTIOQUIA","Plátano guineo",0.165299,0.438664,-0.273365,2013-04-01
4,2013,"ANTIOQUIA","Plátano hartón verde",1.318287,5.266487,-3.9482,2013-04-01
4,2013,"ANTIOQUIA","Plátanos otros",0.083585,0.154071,-0.070486,2013-04-01
4,2013,"ANTIOQUIA","Repollo",1.27603,1.46798,-0.19195,2013-04-01
4,2013,"ANTIOQUIA","Tomate Riogrande",0.0095,0.0058,0.0037,2013-04-01
4,2013,"ANTIOQUIA","Tomate chonto",1.99708,2.711905,-0.714825,2013-04-01
4,2013,"ANTIOQUIA","Yuca",1.182136,1.362836,-0.1807,2013-04-01
4,2013,"ANTIOQUIA","Zanahoria",2.162048,2.290758,-0.12871,2013-04-01
4,2014,"ANTIOQUIA","Arroz",0.3555,4.48,-4.1245,2014-04-01
4,2014,"ANTIOQUIA","Carne de cerdo",0.34725,0.34725,0,2014-04-01
4,2014,"ANTIOQUIA","Carne de res",0.433505,0.433505,0,2014-04-01
4,2014,"ANTIOQUIA","Cebolla Cabezona",0.00132,1.54457,-1.54325,2014-04-01
4,2014,"ANTIOQUIA","Cebolla junca",0.269377,0.575226,-0.305849,2014-04-01
4,2014,"ANTIOQUIA","Fríjol",0.14728,0.37578,-0.2285,2014-04-01
4,2014,"ANTIOQUIA","Fríjol verde",0.602954,0.606704,-0.00375000000000003,2014-04-01
4,2014,"ANTIOQUIA","Huevo",0.17621664,0.30107364,-0.124857,2014-04-01
4,2014,"ANTIOQUIA","Lechuga Batavia",0.647057,1.065842,-0.418785,2014-04-01
4,2014,"ANTIOQUIA","Limones otros",0.165645,0.546565,-0.38092,2014-04-01
4,2014,"ANTIOQUIA","Limón Tahití",0.0606,0.2783,-0.2177,2014-04-01
4,2014,"ANTIOQUIA","Papa capira",4.133958,6.124578,-1.99062,2014-04-01
4,2014,"ANTIOQUIA","Papa criolla",1.047705,1.063705,-0.016,2014-04-01
4,2014,"ANTIOQUIA","Papa nevada",0.28653,0.24883,0.0377,2014-04-01
4,2014,"ANTIOQUIA","Papa única",0.005,0,0.005,2014-04-01
4,2014,"ANTIOQUIA","Plátano guineo",0.26649,0.63882,-0.37233,2014-04-01
4,2014,"ANTIOQUIA","Plátano hartón verde",1.20675,4.22528,-3.01853,2014-04-01
4,2014,"ANTIOQUIA","Plátanos otros",0.18355,0.46964,-0.28609,2014-04-01
4,2014,"ANTIOQUIA","Repollo",1.285094,1.363744,-0.0786500000000001,2014-04-01
4,2014,"ANTIOQUIA","Tomate Riogrande",0.003,0.003,0,2014-04-01
4,2014,"ANTIOQUIA","Tomate chonto",2.076086,2.587596,-0.51151,2014-04-01
4,2014,"ANTIOQUIA","Tomates otros",0.01,0.099,-0.089,2014-04-01
4,2014,"ANTIOQUIA","Yuca",1.213055,1.277205,-0.0641500000000002,2014-04-01
4,2014,"ANTIOQUIA","Zanahoria",2.0339,2.191035,-0.157135,2014-04-01
4,2015,"ANTIOQUIA","Arroz",0.0585,4.1315,-4.073,2015-04-01
4,2015,"ANTIOQUIA","Carne de cerdo",0.37504,0.37104,0.004,2015-04-01
4,2015,"ANTIOQUIA","Carne de res",0.54957,0.51432,0.03525,2015-04-01
4,2015,"ANTIOQUIA","Cebolla Cabezona",0.00108,2.162705,-2.161625,2015-04-01
4,2015,"ANTIOQUIA","Cebolla junca",0.327867,0.557577,-0.22971,2015-04-01
4,2015,"ANTIOQUIA","Cilantro",0.211911,0.215711,-0.0038,2015-04-01
4,2015,"ANTIOQUIA","Fríjol",0.1193,0.4648,-0.3455,2015-04-01
4,2015,"ANTIOQUIA","Fríjol verde",0.626235,0.600135,0.0261,2015-04-01
4,2015,"ANTIOQUIA","Huevo",0.26245614,0.47045574,-0.2079996,2015-04-01
4,2015,"ANTIOQUIA","Lechuga Batavia",0.9615,1.0793,-0.1178,2015-04-01
4,2015,"ANTIOQUIA","Limones otros",0.1672,0.519,-0.3518,2015-04-01
4,2015,"ANTIOQUIA","Limón Tahití",0.07282,0.35824,-0.28542,2015-04-01
4,2015,"ANTIOQUIA","Papa capira",5.24301,7.22996,-1.98695,2015-04-01
4,2015,"ANTIOQUIA","Papa criolla",1.085983,1.431333,-0.34535,2015-04-01
4,2015,"ANTIOQUIA","Papa nevada",0.238694,0.186194,0.0525,2015-04-01
4,2015,"ANTIOQUIA","Plátano guineo",0.221355,0.501605,-0.28025,2015-04-01
4,2015,"ANTIOQUIA","Plátano hartón verde",1.3827,3.84245,-2.45975,2015-04-01
4,2015,"ANTIOQUIA","Plátanos otros",0.017,0.0909,-0.0739,2015-04-01
4,2015,"ANTIOQUIA","Repollo",1.336285,1.355875,-0.01959,2015-04-01
4,2015,"ANTIOQUIA","Tomate Riogrande",0.006,0,0.006,2015-04-01
4,2015,"ANTIOQUIA","Tomate chonto",2.004299,2.739434,-0.735135,2015-04-01
4,2015,"ANTIOQUIA","Tomate larga vida",0.0017,0.0446,-0.0429,2015-04-01
4,2015,"ANTIOQUIA","Tomates otros",0.00134,0.09104,-0.0897,2015-04-01
4,2015,"ANTIOQUIA","Yuca",0.8869,1.17634,-0.28944,2015-04-01
4,2015,"ANTIOQUIA","Zanahoria",1.978855,2.038165,-0.0593100000000002,2015-04-01
4,2016,"ANTIOQUIA","Arroz",0.0473,5.22866,-5.18136,2016-04-01
4,2016,"ANTIOQUIA","Carne de cerdo",0.318052,0.313852,0.00419999999999998,2016-04-01
4,2016,"ANTIOQUIA","Carne de res",0.661589,0.613889,0.0477,2016-04-01
4,2016,"ANTIOQUIA","Cebolla Cabezona",0.002245,1.350089,-1.347844,2016-04-01
4,2016,"ANTIOQUIA","Cebolla junca",0.52492,0.750795,-0.225875,2016-04-01
4,2016,"ANTIOQUIA","Cilantro",0.216674,0.218924,-0.00225,2016-04-01
4,2016,"ANTIOQUIA","Fríjol",0.175581,0.594381,-0.4188,2016-04-01
4,2016,"ANTIOQUIA","Fríjol verde",0.572945,0.575285,-0.00234000000000001,2016-04-01
4,2016,"ANTIOQUIA","Huevo",0.30172866,0.52917402,-0.22744536,2016-04-01
4,2016,"ANTIOQUIA","Lechuga Batavia",0.924985,0.956085,-0.0311,2016-04-01
4,2016,"ANTIOQUIA","Limón Tahití",0.0465,0.294453,-0.247953,2016-04-01
4,2016,"ANTIOQUIA","Limón común",0.014315,0.22192,-0.207605,2016-04-01
4,2016,"ANTIOQUIA","Limón mandarino",0.1472,0.208898,-0.061698,2016-04-01
4,2016,"ANTIOQUIA","Papa capira",4.0429,7.1214,-3.0785,2016-04-01
4,2016,"ANTIOQUIA","Papa criolla",0.2568,0.52222,-0.26542,2016-04-01
4,2016,"ANTIOQUIA","Papa nevada",0.439105,0.353855,0.08525,2016-04-01
4,2016,"ANTIOQUIA","Plátano guineo",0.163828,0.333498,-0.16967,2016-04-01
4,2016,"ANTIOQUIA","Plátano hartón verde",2.16775,4.749877,-2.582127,2016-04-01
4,2016,"ANTIOQUIA","Plátanos otros",0.06351,0.14881,-0.0853,2016-04-01
4,2016,"ANTIOQUIA","Repollo",1.490095,1.550935,-0.06084,2016-04-01
4,2016,"ANTIOQUIA","Tomate Riogrande",0.00528,0.008,-0.00272,2016-04-01
4,2016,"ANTIOQUIA","Tomate chonto",2.067669,2.466339,-0.39867,2016-04-01
4,2016,"ANTIOQUIA","Tomate larga vida",0.00245,0.00895,-0.0065,2016-04-01
4,2016,"ANTIOQUIA","Tomates otros",0.00085,0.10598,-0.10513,2016-04-01
4,2016,"ANTIOQUIA","Yuca",1.480608,1.50877,-0.028162,2016-04-01
4,2016,"ANTIOQUIA","Zanahoria",2.461295,2.673465,-0.21217,2016-04-01
4,2017,"ANTIOQUIA","Carne de cerdo",0.28415,0.26415,0.02,2017-04-01
4,2017,"ANTIOQUIA","Carne de res",0.479105,0.459605,0.0195,2017-04-01
4,2017,"ANTIOQUIA","Cebolla Cabezona",0.0091,1.66738,-1.65828,2017-04-01
4,2017,"ANTIOQUIA","Cebolla junca",0.329034,0.470237,-0.141203,2017-04-01
4,2017,"ANTIOQUIA","Cilantro",0.161532,0.161232,0.000300000000000022,2017-04-01
4,2017,"ANTIOQUIA","Fríjol",0.16933,0.50743,-0.3381,2017-04-01
4,2017,"ANTIOQUIA","Fríjol verde",0.55173,0.530955,0.020775,2017-04-01
4,2017,"ANTIOQUIA","Huevo",0.23943156,0.28184676,-0.0424152,2017-04-01
4,2017,"ANTIOQUIA","Lechuga Batavia",0.953986,0.964926,-0.0109400000000001,2017-04-01
4,2017,"ANTIOQUIA","Limón Tahití",0.0427,0.362376,-0.319676,2017-04-01
4,2017,"ANTIOQUIA","Limón común",0.00825,0.2349,-0.22665,2017-04-01
4,2017,"ANTIOQUIA","Limón mandarino",0.14722,0.20407,-0.05685,2017-04-01
4,2017,"ANTIOQUIA","Papa capira",3.48777,7.87237,-4.3846,2017-04-01
4,2017,"ANTIOQUIA","Papa criolla",0.92214,1.08019,-0.15805,2017-04-01
4,2017,"ANTIOQUIA","Papa nevada",0.409292,0.316592,0.0927,2017-04-01
4,2017,"ANTIOQUIA","Papas negras otras",0.021,0.021,0,2017-04-01
4,2017,"ANTIOQUIA","Plátano guineo",0.27911,0.60376,-0.32465,2017-04-01
4,2017,"ANTIOQUIA","Plátano hartón verde",2.478264,4.274564,-1.7963,2017-04-01
4,2017,"ANTIOQUIA","Plátanos otros",0.00762,0.03147,-0.02385,2017-04-01
4,2017,"ANTIOQUIA","Repollo",1.292845,1.359255,-0.0664099999999999,2017-04-01
4,2017,"ANTIOQUIA","Tomate Riogrande",0.0044,0,0.0044,2017-04-01
4,2017,"ANTIOQUIA","Tomate chonto",2.032074,2.283376,-0.251302,2017-04-01
4,2017,"ANTIOQUIA","Tomate larga vida",0.005875,0.018375,-0.0125,2017-04-01
4,2017,"ANTIOQUIA","Tomates otros",0.01055,0.12108,-0.11053,2017-04-01
4,2017,"ANTIOQUIA","Yuca",1.339347,1.378847,-0.0394999999999999,2017-04-01
4,2017,"ANTIOQUIA","Zanahoria",2.1697,2.38051,-0.21081,2017-04-01
4,2018,"ANTIOQUIA","Arroz",0.00575,5.3755,-5.36975,2018-04-01
4,2018,"ANTIOQUIA","Carne de cerdo",0.35359,0.31159,0.042,2018-04-01
4,2018,"ANTIOQUIA","Carne de res",0.48525,0.48125,0.004,2018-04-01
4,2018,"ANTIOQUIA","Cebolla Cabezona",0.141272,1.955554,-1.814282,2018-04-01
4,2018,"ANTIOQUIA","Cebolla junca",0.40144,0.441236,-0.039796,2018-04-01
4,2018,"ANTIOQUIA","Cilantro",0.212302,0.206663,0.00563900000000001,2018-04-01
4,2018,"ANTIOQUIA","Fríjol",0.265855,0.63931,-0.373455,2018-04-01
4,2018,"ANTIOQUIA","Fríjol verde",0.69235,0.685725,0.00662499999999999,2018-04-01
4,2018,"ANTIOQUIA","Huevo",0.42721362,0.54870942,-0.1214958,2018-04-01
4,2018,"ANTIOQUIA","Lechuga Batavia",1.152686,1.233881,-0.0811950000000001,2018-04-01
4,2018,"ANTIOQUIA","Limón Tahití",0.07477,0.32703,-0.25226,2018-04-01
4,2018,"ANTIOQUIA","Limón común",0.06878,0.21855,-0.14977,2018-04-01
4,2018,"ANTIOQUIA","Limón mandarino",0.177675,0.220035,-0.04236,2018-04-01
4,2018,"ANTIOQUIA","Papa R-12",0.00325,0.047,-0.04375,2018-04-01
4,2018,"ANTIOQUIA","Papa capira",3.928375,7.87793,-3.949555,2018-04-01
4,2018,"ANTIOQUIA","Papa criolla",1.190844,1.425344,-0.2345,2018-04-01
4,2018,"ANTIOQUIA","Papa nevada",0.64414,0.50774,0.1364,2018-04-01
4,2018,"ANTIOQUIA","Papa única",0.0312,0,0.0312,2018-04-01
4,2018,"ANTIOQUIA","Papas negras otras",0.127035,0,0.127035,2018-04-01
4,2018,"ANTIOQUIA","Plátano guineo",0.285958,0.46619,-0.180232,2018-04-01
4,2018,"ANTIOQUIA","Plátano hartón verde",3.202315,4.282475,-1.08016,2018-04-01
4,2018,"ANTIOQUIA","Plátanos otros",0.04024,0.10722,-0.06698,2018-04-01
4,2018,"ANTIOQUIA","Repollo",1.24652,1.20878,0.0377400000000001,2018-04-01
4,2018,"ANTIOQUIA","Tomate Riogrande",0.014,0,0.014,2018-04-01
4,2018,"ANTIOQUIA","Tomate chonto",2.238045,2.26861,-0.0305649999999997,2018-04-01
4,2018,"ANTIOQUIA","Tomates otros",0.005455,0.016345,-0.01089,2018-04-01
4,2018,"ANTIOQUIA","Yuca",0.793563,1.093041,-0.299478,2018-04-01
4,2018,"ANTIOQUIA","Zanahoria",2.600167,2.445977,0.15419,2018-04-01
4,2019,"ANTIOQUIA","Arroz",0.04653,6.0911,-6.04457,2019-04-01
4,2019,"ANTIOQUIA","Carne de cerdo",0.394211,0.319407,0.074804,2019-04-01
4,2019,"ANTIOQUIA","Carne de res",0.41612,0.35212,0.064,2019-04-01
4,2019,"ANTIOQUIA","Cebolla Cabezona",0.122706,2.583008,-2.460302,2019-04-01
4,2019,"ANTIOQUIA","Cebolla junca",0.36532,0.524717,-0.159397,2019-04-01
4,2019,"ANTIOQUIA","Cilantro",0.201793,0.203329,-0.00153599999999998,2019-04-01
4,2019,"ANTIOQUIA","Fríjol",0.27385,0.65167,-0.37782,2019-04-01
4,2019,"ANTIOQUIA","Fríjol verde",0.707505,0.680205,0.0273,2019-04-01
4,2019,"ANTIOQUIA","Huevo",0.48119778,0.52017978,-0.038982,2019-04-01
4,2019,"ANTIOQUIA","Lechuga Batavia",1.254222,1.302382,-0.0481600000000002,2019-04-01
4,2019,"ANTIOQUIA","Limón Tahití",0.15817,0.59097,-0.4328,2019-04-01
4,2019,"ANTIOQUIA","Limón común",0.08832,0.2735,-0.18518,2019-04-01
4,2019,"ANTIOQUIA","Limón mandarino",0.180723,0.253083,-0.07236,2019-04-01
4,2019,"ANTIOQUIA","Papa R-12",0.00915,0.1055,-0.09635,2019-04-01
4,2019,"ANTIOQUIA","Papa capira",3.365467,8.016567,-4.6511,2019-04-01
4,2019,"ANTIOQUIA","Papa criolla",0.755125,1.083865,-0.32874,2019-04-01
4,2019,"ANTIOQUIA","Papa nevada",0.46124,0.33946,0.12178,2019-04-01
4,2019,"ANTIOQUIA","Papa única",0.01415,0,0.01415,2019-04-01
4,2019,"ANTIOQUIA","Papas negras otras",0.6898,0.4781,0.2117,2019-04-01
4,2019,"ANTIOQUIA","Plátano guineo",0.21847,0.471103,-0.252633,2019-04-01
4,2019,"ANTIOQUIA","Plátano hartón verde",2.99988,4.36288,-1.363,2019-04-01
4,2019,"ANTIOQUIA","Plátanos otros",0.03843,0.12082,-0.08239,2019-04-01
4,2019,"ANTIOQUIA","Repollo",1.533393,1.369668,0.163725,2019-04-01
4,2019,"ANTIOQUIA","Tomate Riogrande",0.016,0,0.016,2019-04-01
4,2019,"ANTIOQUIA","Tomate chonto",3.34511,3.08567,0.25944,2019-04-01
4,2019,"ANTIOQUIA","Tomate larga vida",0.0055,0.01256,-0.00706,2019-04-01
4,2019,"ANTIOQUIA","Tomates otros",0.007762,0.064682,-0.05692,2019-04-01
4,2019,"ANTIOQUIA","Yuca",1.291625,1.192485,0.09914,2019-04-01
4,2019,"ANTIOQUIA","Zanahoria",2.506936,2.256451,0.250485,2019-04-01
4,2021,"ANTIOQUIA","Arroz",0.07027,4.95425,-4.88398,2021-04-01
4,2021,"ANTIOQUIA","Carne de cerdo",0.303184,0.217814,0.08537,2021-04-01
4,2021,"ANTIOQUIA","Carne de res",0.427713,0.409713,0.018,2021-04-01
4,2021,"ANTIOQUIA","Cebolla Cabezona",0.197491,2.54195,-2.344459,2021-04-01
4,2021,"ANTIOQUIA","Cebolla junca",0.452468,0.507483,-0.055015,2021-04-01
4,2021,"ANTIOQUIA","Cilantro",0.223018,0.220468,0.00255,2021-04-01
4,2021,"ANTIOQUIA","Fríjol",0.14645,0.40925,-0.2628,2021-04-01
4,2021,"ANTIOQUIA","Fríjol verde",0.690773,0.689855,0.000917999999999974,2021-04-01
4,2021,"ANTIOQUIA","Huevo",0.2742156,0.3623898,-0.0881742,2021-04-01
4,2021,"ANTIOQUIA","Lechuga Batavia",1.288003,1.254275,0.033728,2021-04-01
4,2021,"ANTIOQUIA","Limón Tahití",0.217074,0.563299,-0.346225,2021-04-01
4,2021,"ANTIOQUIA","Limón común",0.13826,0.24713,-0.10887,2021-04-01
4,2021,"ANTIOQUIA","Limón mandarino",0.15466,0.22553,-0.07087,2021-04-01
4,2021,"ANTIOQUIA","Papa R-12",0.01765,0.52365,-0.506,2021-04-01
4,2021,"ANTIOQUIA","Papa capira",5.530781,7.180581,-1.6498,2021-04-01
4,2021,"ANTIOQUIA","Papa criolla",1.262575,1.295515,-0.03294,2021-04-01
4,2021,"ANTIOQUIA","Papa nevada",0.48655,0.4102,0.07635,2021-04-01
4,2021,"ANTIOQUIA","Papa superior",0.0006,0,0.0006,2021-04-01
4,2021,"ANTIOQUIA","Papa única",0.0015,0,0.0015,2021-04-01
4,2021,"ANTIOQUIA","Papas negras otras",0.53875,0.24045,0.2983,2021-04-01
4,2021,"ANTIOQUIA","Plátano guineo",0.29242,0.49828,-0.20586,2021-04-01
4,2021,"ANTIOQUIA","Plátano hartón verde",4.427822,4.442712,-0.0148900000000003,2021-04-01
4,2021,"ANTIOQUIA","Plátanos otros",0.14075,0.25199,-0.11124,2021-04-01
