"","anio","producto","IHH"
"229",2021,"ZANAHORIA",0.308847715323266
"230",2022,"ARROZ",0.352993484736206
"231",2022,"CARNE DE CERDO",0.296438243609678
"232",2022,"CARNE DE RES",0.7465644242034
"233",2022,"CEBOLLA CABEZONA",0.385976059257016
"234",2022,"CEBOLLA CABEZONA BLANCA",0.635824130722014
"235",2022,"CEBOLLA CABEZONA ROJA",0.531093042661796
"236",2022,"CEBOLLA JUNCA",0.293354764848858
"237",2022,"CILANTRO",0.30297140647873
"238",2022,"FRÍJOL",0.0777232059670677
"239",2022,"FRÍJOL VERDE",0.22961476348156
"240",2022,"HUEVO",0.205675965916959
"241",2022,"LECHUGA BATAVIA",0.316275995566651
"242",2022,"LECHUGA CRESPA",0.188466136996129
"243",2022,"LECHUGAS OTRAS",0.271662833852818
"244",2022,"LIMÓN COMÚN",0.384560302775643
"245",2022,"LIMÓN MANDARINO",0.106233893082311
"246",2022,"LIMÓN TAHITÍ",0.0498739319177188
"247",2022,"PAPA CAPIRA",0.107277011627
"248",2022,"PAPA CRIOLLA",0.198397314822785
"249",2022,"PAPA NEVADA",0.358804449123904
"250",2022,"PAPA R-12",0.367384721294657
"251",2022,"PAPA RUBÍ",0.274753686836685
"252",2022,"PAPA SUPERIOR",0.247636130371356
"253",2022,"PAPAS NEGRAS OTRAS",0.954940388668445
"254",2022,"PLÁTANO GUINEO",0.0820553260683243
"255",2022,"PLÁTANO HARTÓN VERDE",0.0651232590802833
"256",2022,"PLÁTANOS OTROS",0.104022250621169
"257",2022,"REPOLLO",0.321725434091723
"258",2022,"TOMATE CHONTO",0.145958436285139
"259",2022,"TOMATE LARGA VIDA",0.551211535410256
"260",2022,"TOMATE RIOGRANDE",1
"261",2022,"TOMATES OTROS",0.217916652723972
"262",2022,"YUCA",0.775723944087624
"263",2022,"ZANAHORIA",0.273086494865073
"264",2023,"ARROZ",0.25976536601321
"265",2023,"CARNE DE CERDO",0.193373645314487
"266",2023,"CARNE DE RES",0.797901726657162
"267",2023,"CEBOLLA CABEZONA BLANCA",0.43429609989832
"268",2023,"CEBOLLA CABEZONA ROJA",0.651459255854985
"269",2023,"CEBOLLA JUNCA",0.255728314679846
"270",2023,"CILANTRO",0.283602111864205
"271",2023,"FRÍJOL",0.0777991997463428
"272",2023,"FRÍJOL VERDE",0.208720846055076
"273",2023,"HUEVO",0.162726577090397
"274",2023,"LECHUGA BATAVIA",0.314529807181147
"275",2023,"LECHUGA CRESPA",0.179795398931375
"276",2023,"LECHUGAS OTRAS",0.13870177329056
"277",2023,"LIMÓN COMÚN",0.468845364128913
"278",2023,"LIMÓN MANDARINO",0.101657473597546
"279",2023,"LIMÓN TAHITÍ",0.0484963147591983
