"anio","depto","producto","sale_kg","ingresa_kg","total_importado"
2019,"ANTIOQUIA","Arroz",0.64197,69.10052,-68.45855
2019,"ANTIOQUIA","Carne de cerdo",6.322582,4.887489,1.435093
2019,"ANTIOQUIA","Carne de res",6.608073,6.121423,0.48665
2019,"ANTIOQUIA","Cebolla Cabezona",1.938737,31.893986,-29.955249
2019,"ANTIOQUIA","Cebolla junca",4.938885,6.88185,-1.942965
2019,"ANTIOQUIA","Cilantro",2.701869,2.669046,0.032823
2019,"ANTIOQUIA","Fríjol",2.34282,8.462643,-6.119823
2019,"ANTIOQUIA","Fríjol verde",7.933315,7.838232,0.0950830000000007
2019,"ANTIOQUIA","Huevo",5.93117352,6.68648742,-0.7553139
2019,"ANTIOQUIA","Lechuga Batavia",14.532531,16.342798,-1.810267
2019,"ANTIOQUIA","Limón Tahití",2.585756,7.894692,-5.308936
2019,"ANTIOQUIA","Limón común",0.65409,2.659652,-2.005562
2019,"ANTIOQUIA","Limón mandarino",2.637073,3.230708,-0.593635
2019,"ANTIOQUIA","Papa R-12",0.1277,2.6268,-2.4991
2019,"ANTIOQUIA","Papa capira",47.093795,90.60585,-43.512055
2019,"ANTIOQUIA","Papa criolla",10.716209,13.270538,-2.554329
2019,"ANTIOQUIA","Papa nevada",4.58942,3.59315,0.99627
2019,"ANTIOQUIA","Papa rubí",0.0015,0,0.0015
2019,"ANTIOQUIA","Papa única",0.17225,0.0271,0.14515
2019,"ANTIOQUIA","Papas negras otras",7.11195,4.23125,2.8807
2019,"ANTIOQUIA","Plátano guineo",2.681556,5.663809,-2.982253
2019,"ANTIOQUIA","Plátano hartón verde",37.949252,56.697151,-18.747899
2019,"ANTIOQUIA","Plátanos otros",0.776899,1.847218,-1.070319
2019,"ANTIOQUIA","Repollo",16.808558,16.723213,0.0853450000000002
2019,"ANTIOQUIA","Tomate Riogrande",0.13145,0,0.13145
2019,"ANTIOQUIA","Tomate chonto",41.938462,37.509378,4.429084
2019,"ANTIOQUIA","Tomate larga vida",0.077865,0.182609,-0.104744
2019,"ANTIOQUIA","Tomates otros",0.085605,0.821238,-0.735633
2019,"ANTIOQUIA","Yuca",16.355781,15.464504,0.891277000000001
2019,"ANTIOQUIA","Zanahoria",34.469177,30.54191,3.927267
2021,"ANTIOQUIA","Arroz",1.2140775,57.072987,-55.8589095
2021,"ANTIOQUIA","Carne de cerdo",3.559014,2.163888,1.395126
2021,"ANTIOQUIA","Carne de res",4.6538,4.41439,0.23941
2021,"ANTIOQUIA","Cebolla Cabezona",2.882708,32.887736,-30.005028
2021,"ANTIOQUIA","Cebolla junca",6.499307,8.013082,-1.513775
2021,"ANTIOQUIA","Cilantro",2.860941,2.825813,0.0351279999999998
2021,"ANTIOQUIA","Fríjol",1.696595,5.454525,-3.75793
2021,"ANTIOQUIA","Fríjol verde",9.004241,9.068329,-0.0640879999999999
2021,"ANTIOQUIA","Huevo",3.8814327,4.9257087,-1.044276
2021,"ANTIOQUIA","Lechuga Batavia",14.717175,13.626453,1.090722
2021,"ANTIOQUIA","Limón Tahití",2.486192,7.196542,-4.71035
2021,"ANTIOQUIA","Limón común",1.10439,2.48469,-1.3803
2021,"ANTIOQUIA","Limón mandarino",2.657726,3.23605,-0.578324
2021,"ANTIOQUIA","Papa R-12",0.22345,5.33585,-5.1124
2021,"ANTIOQUIA","Papa capira",49.432076,89.619276,-40.1872
2021,"ANTIOQUIA","Papa criolla",14.680498,15.453903,-0.773405
2021,"ANTIOQUIA","Papa nevada",6.43799,5.5107,0.92729
2021,"ANTIOQUIA","Papa parda pastusa",0.0015,0.00155,-0.0000499999999999999
2021,"ANTIOQUIA","Papa rubí",0.007,0,0.007
2021,"ANTIOQUIA","Papa superior",0.0076,0,0.0076
2021,"ANTIOQUIA","Papa única",0.0666,0.00075,0.06585
2021,"ANTIOQUIA","Papas negras otras",5.5824,1.50675,4.07565
2021,"ANTIOQUIA","Plátano guineo",3.575713,6.095707,-2.519994
2021,"ANTIOQUIA","Plátano hartón verde",49.08108,55.084502,-6.003422
2021,"ANTIOQUIA","Plátanos otros",1.41451,3.44479,-2.03028
2021,"ANTIOQUIA","Repollo",15.422112,15.914477,-0.492364999999999
2021,"ANTIOQUIA","Tomate Riogrande",0.0394,0,0.0394
2021,"ANTIOQUIA","Tomate chonto",38.58854,33.659549,4.928991
2021,"ANTIOQUIA","Tomate larga vida",0.0045,0.1422,-0.1377
2021,"ANTIOQUIA","Tomates otros",0.066414,0.332866,-0.266452
2021,"ANTIOQUIA","Yuca",13.997673,14.382867,-0.385193999999998
2021,"ANTIOQUIA","Zanahoria",35.2626235,31.405576,3.8570475
2022,"ANTIOQUIA","Arroz",1.1933225,42.88101,-41.6876875
2022,"ANTIOQUIA","Carne de cerdo",4.046859,2.09584,1.951019
2022,"ANTIOQUIA","Carne de res",4.818192,4.228052,0.59014
2022,"ANTIOQUIA","Cebolla Cabezona",1.590379,14.4577,-12.867321
2022,"ANTIOQUIA","Cebolla cabezona blanca",0.75282,8.72598,-7.97316
2022,"ANTIOQUIA","Cebolla cabezona roja",1.101809,3.962835,-2.861026
2022,"ANTIOQUIA","Cebolla junca",5.479347,9.38835,-3.909003
2022,"ANTIOQUIA","Cilantro",2.669965,2.641525,0.0284399999999998
2022,"ANTIOQUIA","Fríjol",0.8666,3.10182,-2.23522
2022,"ANTIOQUIA","Fríjol verde",7.634509,7.960356,-0.325847
2022,"ANTIOQUIA","Huevo",3.26953416,4.9368525,-1.66731834
2022,"ANTIOQUIA","Lechuga Batavia",14.176144,13.779366,0.396777999999999
2022,"ANTIOQUIA","Lechuga crespa",0.655098,0.658868,-0.00377000000000005
2022,"ANTIOQUIA","Lechugas otras",0.016829,0.030609,-0.01378
2022,"ANTIOQUIA","Limón Tahití",2.96877,6.99445,-4.02568
2022,"ANTIOQUIA","Limón común",1.070896,1.599415,-0.528519
2022,"ANTIOQUIA","Limón mandarino",2.869164,3.479749,-0.610585
2022,"ANTIOQUIA","Papa Betina",0.0045,0,0.0045
2022,"ANTIOQUIA","Papa R-12",0.29265,1.55425,-1.2616
2022,"ANTIOQUIA","Papa capira",49.127506,87.631016,-38.50351
2022,"ANTIOQUIA","Papa criolla",15.401386,15.86662,-0.465233999999999
2022,"ANTIOQUIA","Papa nevada",6.621135,5.709335,0.911799999999999
2022,"ANTIOQUIA","Papa parda pastusa",0.006,0,0.006
2022,"ANTIOQUIA","Papa rubí",0.02905,0.3298,-0.30075
2022,"ANTIOQUIA","Papa superior",0.17945,1.71225,-1.5328
2022,"ANTIOQUIA","Papa única",0.04085,0,0.04085
2022,"ANTIOQUIA","Papas negras otras",4.0571,0.2956,3.7615
2022,"ANTIOQUIA","Plátano guineo",3.247896,7.124936,-3.87704
2022,"ANTIOQUIA","Plátano hartón verde",50.890521,49.157718,1.732803
2022,"ANTIOQUIA","Plátanos otros",1.459992,3.735611,-2.275619
2022,"ANTIOQUIA","Repollo",14.883373,14.692083,0.19129
2022,"ANTIOQUIA","Tomate Riogrande",0.03575,0.013,0.02275
2022,"ANTIOQUIA","Tomate chonto",35.951752,31.400732,4.55102
2022,"ANTIOQUIA","Tomate larga vida",0.02675,0.26375,-0.237
2022,"ANTIOQUIA","Tomates otros",0.097749,0.292269,-0.19452
2022,"ANTIOQUIA","Yuca",13.687,14.438203,-0.751203
2022,"ANTIOQUIA","Zanahoria",30.588842,27.180177,3.408665
2023,"ANTIOQUIA","Arroz",0.7489025,53.86072,-53.1118175
2023,"ANTIOQUIA","Carne de cerdo",5.089665,2.87373,2.215935
2023,"ANTIOQUIA","Carne de res",6.814345,6.07013,0.744215000000001
2023,"ANTIOQUIA","Cebolla cabezona blanca",1.67618,21.87649,-20.20031
2023,"ANTIOQUIA","Cebolla cabezona roja",1.986694,11.006778,-9.020084
2023,"ANTIOQUIA","Cebolla junca",6.279737,9.042064,-2.762327
2023,"ANTIOQUIA","Cilantro",3.452633,3.401207,0.0514260000000002
2023,"ANTIOQUIA","Fríjol",1.4719,4.76815,-3.29625
2023,"ANTIOQUIA","Fríjol verde",8.269967,8.405584,-0.135617
2023,"ANTIOQUIA","Huevo",3.90584148,5.0952525,-1.18941102
2023,"ANTIOQUIA","Lechuga Batavia",14.89501,14.253936,0.641074
2023,"ANTIOQUIA","Lechuga crespa",1.320625,1.339406,-0.0187810000000002
2023,"ANTIOQUIA","Lechugas otras",0.07688,0.111145,-0.034265
2023,"ANTIOQUIA","Limón Tahití",4.176955,8.162586,-3.985631
2023,"ANTIOQUIA","Limón común",1.402231,2.76593,-1.363699
2023,"ANTIOQUIA","Limón mandarino",3.484833,4.246343,-0.76151
2023,"ANTIOQUIA","Papa Betina",0.033,0,0.033
2023,"ANTIOQUIA","Papa R-12",1.441202,3.685202,-2.244
2023,"ANTIOQUIA","Papa capira",63.87155,120.10515,-56.2336
2023,"ANTIOQUIA","Papa criolla",13.415686,14.385606,-0.96992
2023,"ANTIOQUIA","Papa nevada",5.48773,4.85768,0.63005
2023,"ANTIOQUIA","Papa rubí",0.36015,0,0.36015
2023,"ANTIOQUIA","Papa superior",0.02115,0.084,-0.06285
2023,"ANTIOQUIA","Papa única",0.2427,0.15365,0.08905
2023,"ANTIOQUIA","Papas negras otras",4.65885,0.4764,4.18245
2023,"ANTIOQUIA","Plátano guineo",4.097806,8.128151,-4.030345
2023,"ANTIOQUIA","Plátano hartón verde",47.047092,54.055327,-7.008235
2023,"ANTIOQUIA","Plátanos otros",1.640067,3.535778,-1.895711
2023,"ANTIOQUIA","Repollo",13.837583,13.994763,-0.15718
2023,"ANTIOQUIA","Tomate Riogrande",0.083825,0.00345,0.080375
2023,"ANTIOQUIA","Tomate chonto",40.05485,34.640036,5.414814
2023,"ANTIOQUIA","Tomate larga vida",0.09069,0.5302,-0.43951
2023,"ANTIOQUIA","Tomates otros",0.100894,0.315234,-0.21434
2023,"ANTIOQUIA","Yuca",19.628891,17.826713,1.802178
2023,"ANTIOQUIA","Zanahoria",35.226015,31.027716,4.198299
2014,"ANTIOQUIA","Papa Morasurco",0,0.01898,-0.01898
2016,"ANTIOQUIA","Papa R-12",0,0.404,-0.404
2017,"ANTIOQUIA","Papa Betina",0,0.0175,-0.0175
2019,"ANTIOQUIA","Papa parda pastusa",0,0.035,-0.035
